model_key,problem_idx,sample_idx,mean_logprob,total_logprob,response_length_tokens,response_length_chars,sqrt_length_normalized_logprob,length_penalized_logprob,boxed_answer_present,extracted_answer_present,answer_format_valid,final_answer_length,contains_therefore,equation_count,latex_marker_count,correct
3B,491,41,-0.36022843005490623,-86.81505164323241,241,799,-5.592249078731849,-2.7702284300549063,1,1,1,2,0,0,0,0
3B,491,42,-0.27952772013134186,-112.64967121293077,403,1256,-5.611479819770876,-4.309527720131342,0,0,0,0,0,0,0,0
3B,491,43,-0.25369711674126616,-109.34345731548572,431,1524,-5.266889011120363,-4.563697116741267,1,1,1,2,1,0,0,0
3B,491,44,-0.23575477053377433,-87.46501986803028,371,1351,-4.540957573983651,-3.945754770533774,0,0,0,0,0,0,0,0
3B,491,45,-0.1254946097733005,-101.2741500870535,807,2049,-3.565018926358939,-8.1954946097733,0,0,0,0,0,0,0,0
3B,491,46,-0.19856246960711182,-90.34592367123588,455,1602,-4.235482230289276,-4.748562469607112,1,1,1,2,0,0,0,0
3B,491,47,-0.19230531942202292,-94.0373011973692,489,1539,-4.252513755926612,-5.082305319422023,1,1,1,2,1,0,0,0
3B,492,0,-0.06912185424444171,-48.039688699886995,695,1804,-1.822249258543392,-7.019121854244442,1,1,1,3,0,7,3,0
3B,492,1,-0.11667561103803509,-69.42198856763088,595,1484,-2.8460240574534534,-6.066675611038035,1,1,1,3,0,3,8,0
3B,492,2,-0.11482480509581972,-74.40647370209118,648,1765,-2.9229623399403994,-6.59482480509582,1,1,1,3,0,7,5,0
3B,492,3,-0.11606808232527667,-83.1047469448981,716,2003,-3.105770212044303,-7.276068082325277,1,1,1,3,0,4,4,0
3B,492,4,-0.09725002050162955,-90.05351898450897,926,2478,-2.9593422525093955,-9.35725002050163,1,1,1,3,0,11,3,0
3B,492,5,-0.143983887956331,-93.73351105957147,651,1665,-3.6737059427987497,-6.653983887956331,1,1,1,2,1,0,5,0
3B,492,6,-0.1571526710561187,-103.09215221281386,656,1808,-4.0250723080669815,-6.71715267105612,1,1,1,3,0,4,7,0
3B,492,7,-0.12375369264709869,-104.3243629015042,843,2261,-3.5931219214100065,-8.5537536926471,1,1,1,3,0,7,9,0
3B,492,8,-0.13845065709982715,-109.37601910886346,790,2044,-3.8914241244800594,-8.038450657099828,1,1,1,3,0,0,9,0
3B,492,9,-0.14287444981592454,-111.44207085642114,780,2095,-3.990266226701979,-7.942874449815925,1,1,1,3,1,6,4,0
3B,492,10,-0.15659713739901138,-117.13465877446052,748,1952,-4.282867293565201,-7.636597137399011,1,1,1,13,1,9,11,0
3B,492,11,-0.13929820314517968,-117.84627986082202,846,2211,-4.051638561367054,-8.59929820314518,1,1,1,13,0,0,15,0
3B,492,12,-0.17602349272305004,-120.04802203712012,682,1933,-4.5968763452444055,-6.99602349272305,1,1,1,6,0,0,3,0
3B,492,13,-0.16204561108931223,-125.09921176094903,772,2043,-4.502419151588873,-7.882045611089312,1,1,1,3,0,0,7,0
3B,492,14,-0.13454658603932576,-127.81925673735947,950,2492,-4.147004295162449,-9.634546586039326,1,1,1,3,0,10,5,0
3B,492,15,-0.15322665248520614,-149.8556661305316,978,2718,-4.791855807213114,-9.933226652485205,1,1,1,3,0,17,9,0
3B,492,16,-0.1759205647099434,-125.25544207347971,712,2060,-4.694146152662927,-7.295920564709943,1,1,1,3,0,0,4,0
3B,492,17,-0.14196742621222672,-64.59517892656315,455,1215,-3.028268696453872,-4.691967426212226,1,1,1,7,1,2,3,1
3B,492,18,-0.1419015501404394,-76.62683707583727,540,1315,-3.2974940429696313,-5.54190155014044,1,1,1,7,1,4,6,1
3B,492,19,-0.13621690162634692,-96.30534944982728,707,1870,-3.6219354373177453,-7.206216901626347,1,1,1,7,1,8,5,1
3B,492,20,-0.09481989437223763,-90.36335933674246,953,2547,-2.927156331224978,-9.624819894372237,1,1,1,3,1,16,12,0
3B,492,21,-0.1729154934260567,-142.65528207649677,825,2206,-4.966619422715087,-8.422915493426057,1,1,1,7,0,4,9,1
3B,492,22,-0.08536232233068086,-72.216524691756,846,2160,-2.4828552632683305,-8.545362322330682,1,1,1,3,0,9,10,0
3B,492,23,-0.15351095360502476,-91.49252834859476,596,1612,-3.7476799856081024,-6.113510953605025,1,1,1,7,0,6,4,1
3B,492,24,-0.12293943212346262,-79.66475201600377,648,1702,-3.1295270206700527,-6.602939432123463,1,1,1,3,0,5,7,0
3B,492,25,-0.08662292240530906,-75.6218112598348,873,2226,-2.5594105354377197,-8.81662292240531,1,1,1,3,0,10,5,0
3B,492,26,-0.12476544625696191,-66.62474830121766,534,1353,-2.883134830971175,-5.464765446256962,1,1,1,3,0,10,4,0
3B,492,27,-0.1055673640181514,-77.59201255334128,735,1880,-2.8620244992172155,-7.455567364018152,1,1,1,3,0,0,10,0
3B,492,28,-0.13232905288334018,-41.94830976401884,317,755,-2.3560518035751215,-3.30232905288334,1,1,1,5,0,2,3,0
3B,492,29,-0.1609096880662457,-128.08411170073157,796,2067,-4.539820972241844,-8.120909688066245,1,1,1,7,1,0,7,1
3B,492,30,-0.1576907309252765,-103.12973802513082,654,1753,-4.032691876317252,-6.6976907309252764,1,1,1,3,0,0,5,0
3B,492,31,-0.17526240195921874,-131.97258867529172,753,2025,-4.809348488517713,-7.705262401959219,1,1,1,3,0,8,9,0
3B,492,32,-0.2076501311324827,-182.7321153965848,880,2424,-6.159898353399737,-9.007650131132483,1,1,1,3,1,12,9,0
3B,492,33,-0.09084590446467106,-54.14415906094395,596,1582,-2.217831170619276,-6.050845904464671,1,1,1,3,1,5,5,0
3B,492,34,-0.1709912893535941,-156.97000362659938,918,2354,-5.180782113730568,-9.350991289353594,1,1,1,13,0,2,14,0
3B,492,35,-0.11225939183751918,-91.60366373941565,816,2291,-3.2067696489575623,-8.272259391837519,1,1,1,7,0,0,3,1
3B,492,36,-0.12171819121501821,-71.08342366957064,584,1464,-2.9414530005476798,-5.961718191215018,1,1,1,3,1,0,4,0
3B,492,37,-0.11754919787931122,-75.70168343427642,644,1810,-2.983064224218569,-6.557549197879312,1,1,1,3,0,0,4,0
3B,492,38,-0.07751893565285296,-62.015148522282374,800,1984,-2.1925666028198383,-8.077518935652853,1,1,1,7,1,7,10,1
3B,492,39,-0.11026643082565707,-73.32717649906195,665,1645,-2.843505940748948,-6.7602664308256575,1,1,1,3,0,12,7,0
3B,492,40,-0.14072122105012044,-86.82499338792431,617,1623,-3.495442616782221,-6.3107212210501205,1,1,1,3,0,11,4,0
3B,492,41,-0.13398585253105988,-91.37835142618283,682,1754,-3.4990579187432576,-6.95398585253106,1,1,1,3,0,9,4,0
3B,492,42,-0.09658793213092999,-63.071919681497285,653,1772,-2.468194947236528,-6.6265879321309304,1,1,1,7,0,0,3,1
3B,492,43,-0.09175316044154838,-68.99837665204439,752,2018,-2.516111905929745,-7.611753160441549,1,1,1,7,0,8,5,1
3B,492,44,-0.10087222006089387,-99.46000898004135,986,2454,-3.167451959082128,-9.960872220060894,1,1,1,3,0,0,3,0
3B,492,45,-0.1304947811408581,-82.73369124330404,634,1691,-3.2857746319201944,-6.470494781140858,1,1,1,3,0,0,5,0
3B,492,46,-0.15525002839512253,-104.32801908152234,672,1928,-4.024540709796986,-6.875250028395122,1,1,1,3,0,0,2,0
3B,492,47,-0.1460423002209132,-96.53396044602363,661,1773,-3.754735893904116,-6.756042300220914,1,1,1,3,1,3,9,0
3B,493,0,-0.06127260308733625,-31.310300177628825,511,1195,-1.3850861328196182,-5.171272603087337,1,1,1,2,0,0,40,1
3B,493,1,-0.11032940016053054,-44.57307766485434,404,1018,-2.2175934979324143,-4.150329400160531,1,1,1,2,0,1,26,0
3B,493,2,-0.11499674172158247,-45.19371949658191,393,954,-2.2797215813309477,-4.044996741721583,1,1,1,2,0,1,23,0
3B,493,3,-0.09700048529780117,-48.597243134198386,501,1035,-2.1711647031380368,-5.107000485297801,1,1,1,2,0,0,43,1
3B,493,4,-0.1216360292378682,-57.290569771035926,471,1069,-2.6398101105427743,-4.831636029237869,1,1,1,2,0,0,33,1
3B,493,5,-0.14795726615621838,-59.182906462487345,400,951,-2.959145323124367,-4.147957266156219,1,1,1,2,0,0,20,0
3B,493,6,-0.08484084498701289,-59.55827318088304,702,1650,-2.2478821638674624,-7.104840844987013,1,1,1,2,0,0,40,0
3B,493,7,-0.14279064138489408,-63.54183541627787,445,1147,-3.0121718798673647,-4.5927906413848945,1,1,1,2,0,1,23,0
3B,493,8,-0.10758942503864534,-66.49026467388282,618,1457,-2.6746306935594686,-6.287589425038645,1,1,1,2,0,0,42,0
3B,493,9,-0.08920382929304026,-76.26927404554942,855,1959,-2.608354136666127,-8.639203829293042,1,1,1,2,0,10,48,0
3B,493,10,-0.19174053406796351,-81.29798644481653,424,912,-3.9481792435981395,-4.431740534067964,1,1,1,2,1,1,27,0
3B,493,11,-0.15783694325285175,-81.7595366049772,518,1259,-3.5923078013303984,-5.337836943252851,1,1,1,2,0,0,33,1
3B,493,12,-0.1416550219095357,-83.57646292662605,590,1467,-3.4407885269212217,-6.041655021909536,1,1,1,2,0,6,38,1
3B,493,13,-0.15102962475770312,-84.57658986431375,560,1363,-3.5740132387126744,-5.751029624757703,1,1,1,2,0,0,38,1
3B,493,14,-0.15792790832436313,-85.75485422012918,543,1403,-3.680093036275806,-5.587927908324363,1,1,1,2,1,0,35,1
3B,493,15,-0.4500193777437854,-921.6396856192725,2048,6554,-20.365552234750794,-20.930019377743786,0,0,0,0,0,0,161,0
3B,493,16,-0.0805584255806041,-47.52947109255642,590,1320,-1.9567573584619993,-5.980558425580605,1,1,1,2,1,0,46,1
3B,493,17,-0.06889381917663326,-46.08996502916765,669,1617,-1.7819409969403663,-6.758893819176634,1,1,1,2,0,0,41,0
3B,493,18,-0.087141044832224,-68.31857914846361,784,1757,-2.4399492553022717,-7.927141044832224,1,1,1,2,0,0,51,1
3B,493,19,-0.078606427434589,-44.56984435541196,567,1235,-1.8717575259885069,-5.748606427434589,1,1,1,2,0,0,38,0
3B,493,20,-0.09296194057339645,-50.943143434221255,548,1281,-2.176183235059513,-5.572961940573397,1,1,1,2,0,0,29,1
3B,493,21,-0.11755306530466196,-76.87970470924893,654,1693,-3.006234346868099,-6.657553065304662,1,1,1,2,0,7,36,0
3B,493,22,-0.11286833255776783,-68.84968286023837,610,1321,-2.7876421760273025,-6.212868332557768,1,1,1,2,0,0,42,0
3B,493,23,-0.13715216500381566,-105.33286272293043,768,1723,-3.8008722904748615,-7.817152165003815,1,1,1,2,0,0,46,1
3B,493,24,-0.0986370335525199,-70.3282049229467,713,1590,-2.6338119729155283,-7.22863703355252,1,1,1,2,0,0,52,1
3B,493,25,-0.10649531628949575,-62.8322366108025,590,1290,-2.586762244784752,-6.006495316289496,1,1,1,2,0,0,50,1
3B,493,26,-0.13558879362656537,-73.76030373285155,544,1286,-3.1624469324664384,-5.575588793626566,1,1,1,2,0,0,32,0
3B,493,27,-0.09247288680680373,-46.32891629020867,501,1123,-2.0698233335206053,-5.102472886806804,1,1,1,2,0,0,42,1
3B,493,28,-0.11802441059413885,-68.57218255519467,581,1352,-2.844853498728984,-5.92802441059414,1,1,1,2,0,0,37,0
3B,493,29,-0.08630066958263613,-49.968087688346316,579,1390,-2.076602856895888,-5.876300669582636,1,1,1,2,0,0,34,1
3B,493,30,-0.061591782565136824,-41.820820361727904,679,1640,-1.6049357851375836,-6.851591782565137,1,1,1,2,0,0,44,1
3B,493,31,-0.09717913480623482,-35.178846799857006,362,897,-1.8489591384049533,-3.717179134806235,1,1,1,2,0,0,20,1
3B,493,32,-0.1273816651060451,-96.55530215038218,758,1862,-3.5070465013644996,-7.707381665106045,1,1,1,2,0,0,42,1
3B,493,33,-0.0885698594798251,-57.39326894292667,648,1404,-2.2546205368892624,-6.568569859479825,1,1,1,2,0,4,35,0
3B,493,34,-0.07361952659772387,-39.23920767658682,533,1309,-1.6996387537415396,-5.403619526597724,1,1,1,2,0,1,30,1
3B,493,35,-0.1015811116511254,-58.51072031104823,576,1282,-2.4379466796270095,-5.861581111651125,1,1,1,2,0,0,35,1
3B,493,36,-0.14929238043726173,-55.68605790309862,373,855,-2.883314783633723,-3.8792923804372617,1,1,1,2,0,1,26,0
3B,493,37,-0.1048628948373632,-69.31437348749708,661,1513,-2.696016664959088,-6.714862894837363,1,1,1,2,0,0,48,0
3B,493,38,-0.06628056680794915,-45.07078542940542,680,1645,-1.7283857222103076,-6.866280566807949,1,1,1,2,0,0,43,1
3B,493,39,-0.09558529832967198,-29.057930692220282,304,729,-1.666586623628909,-3.135585298329672,1,1,1,2,0,1,20,1
3B,493,40,-0.10579088523351676,-59.3486866160029,561,1406,-2.5057035128988256,-5.715790885233517,1,1,1,2,0,0,34,1
3B,493,41,-0.12448460122909724,-73.44591472516737,590,1310,-3.023720457725671,-6.024484601229098,1,1,1,2,0,0,39,1
3B,493,42,-0.12126826561747225,-70.69939885498633,583,1416,-2.92806992391611,-5.951268265617473,1,1,1,2,0,0,36,1
3B,493,43,-0.11014055271641646,-69.27840765862595,629,1499,-2.7623110090708978,-6.400140552716416,1,1,1,2,1,2,47,0
3B,493,44,-0.10892159923802107,-69.05629391690536,634,1438,-2.742575791273626,-6.448921599238021,1,1,1,2,0,6,40,0
3B,493,45,-0.07760655421512824,-34.22449040887155,441,933,-1.629737638517693,-4.487606554215128,1,1,1,2,0,0,35,1
3B,493,46,-0.11740208743395572,-87.46455513829702,745,1622,-3.20445336207572,-7.567402087433956,1,1,1,2,0,0,43,0
3B,493,47,-0.1288027736929712,-63.88617575171371,496,1277,-2.868573972805541,-5.088802773692971,1,1,1,2,0,0,30,1
3B,494,0,-0.18093099743685406,-83.77105181326343,463,1467,-3.8931709390814238,-4.810930997436854,1,1,1,11,0,0,6,0
3B,494,1,-0.1760590271180827,-120.42437454876855,684,1852,-4.604541043834856,-7.016059027118082,1,1,1,2,0,0,4,0
3B,494,2,-0.20696007896032662,-132.24749045564872,639,2033,-5.231629867164353,-6.596960078960327,1,1,1,1,0,0,4,0
3B,494,3,-0.2486031733069267,-142.69822147817592,574,1773,-5.956108686443623,-5.9886031733069265,1,1,1,11,1,0,8,0
3B,494,4,-0.25579090762390183,-156.03245365058012,610,1844,-6.317569385298929,-6.355790907623902,1,1,1,11,0,0,2,0
3B,494,5,-0.26627236505893626,-159.76341903536175,600,1707,-6.522314269984823,-6.266272365058937,1,1,1,1,0,0,3,0
3B,494,6,-0.2832049599307112,-174.7374602772488,617,1822,-7.034665268242155,-6.453204959930711,1,1,1,7,1,0,7,0
3B,494,7,-0.29303672721682544,-176.99418323896256,604,1822,-7.201791179474776,-6.333036727216825,1,1,1,1,1,0,4,0
3B,494,8,-0.2431743324503152,-181.89440067283576,748,2310,-6.650717965758809,-7.7231743324503155,1,1,1,11,1,0,10,0
3B,494,9,-0.2695999407274835,-189.5287583314209,703,1989,-7.148212504696865,-7.299599940727484,1,1,1,14,1,0,27,0
3B,494,10,-0.1626134599603148,-203.75466533027443,1253,3691,-5.756148982819322,-12.692613459960317,1,1,1,1,1,0,3,0
3B,494,11,-0.2558964309090268,-209.0673840526749,817,2125,-7.314341897844693,-8.425896430909027,1,1,1,11,1,1,10,0
3B,494,12,-0.3120075019716832,-213.4131313486313,684,2205,-8.160055024326807,-7.152007501971683,1,1,1,11,1,0,6,0
3B,494,13,-0.22685460637564675,-214.37760302498617,945,2856,-6.97370394768719,-9.676854606375647,1,1,1,1,0,0,3,0
3B,494,14,-0.17904929292542296,-228.4668977728397,1276,4078,-6.395845253216486,-12.939049292925423,1,1,1,11,0,0,10,0
3B,494,15,-0.2925675826842422,-358.687856370881,1226,3443,-10.244044078225226,-12.552567582684242,1,1,1,1,0,0,15,0
3B,494,16,-0.2598879749128245,-274.4417015079427,1056,3048,-8.445359556379413,-10.819887974912826,1,1,1,1,0,0,5,0
3B,494,17,-0.32963160976004546,-326.9945568819651,992,2910,-10.382087563095146,-10.249631609760046,1,1,1,11,1,0,1,0
3B,494,18,-0.25215648383458317,-231.47965216014737,918,2789,-7.6399669611821714,-9.432156483834582,1,1,1,1,1,0,0,0
3B,494,19,-0.2405320631575833,-228.26492793654654,949,2749,-7.409793118778325,-9.730532063157584,1,1,1,11,0,0,10,0
3B,494,20,-0.37622153573354433,-352.1433574465975,936,2909,-11.510165712835127,-9.736221535733543,1,1,1,13,0,0,3,0
3B,494,21,-0.18906937614412975,-321.22887006887646,1699,3687,-7.793236943876798,-17.17906937614413,1,1,1,1,1,3,49,0
3B,494,22,-0.168332705579415,-344.7453810266419,2048,5954,-7.617868647083706,-20.648332705579417,0,0,0,0,0,0,0,0
3B,494,23,-0.30722468229674565,-274.65886597329063,894,2687,-9.185966625164097,-9.247224682296745,1,1,1,1,1,0,0,0
3B,494,24,-0.22074698122702313,-211.47560801548815,958,2639,-6.832466763370918,-9.800746981227023,1,1,1,11,1,0,28,0
3B,494,25,-0.2667395448814055,-183.78354642328839,689,1957,-7.0015954988587135,-7.156739544881406,1,1,1,13,1,0,11,0
3B,494,26,-0.18516817603744712,-225.90517476568547,1220,3415,-6.46764633918574,-12.385168176037448,1,1,1,13,0,0,6,0
3B,494,27,-0.32821717117547855,-447.6882214833528,1364,4690,-12.121838211420211,-13.968217171175478,1,1,1,1,0,0,4,0
3B,494,28,-0.16038082062812636,-209.9384942022174,1309,3622,-5.802594935163472,-13.250380820628127,1,1,1,11,0,0,54,0
3B,494,29,-0.22969615432752222,-179.8520888384499,783,2487,-6.42738929534876,-8.059696154327522,1,1,1,1,1,0,5,0
3B,494,30,-0.33067899919120264,-231.80597843303303,701,2094,-8.75519097191905,-7.340678999191202,1,1,1,1,0,0,0,0
3B,494,31,-0.1964677350007346,-352.4631165913179,1794,5036,-8.32151609912497,-18.136467735000736,1,1,1,13,1,0,36,0
3B,494,32,-0.18083812448377534,-216.10155875811154,1195,3443,-6.251351900496185,-12.130838124483777,1,1,1,12,0,0,1,0
3B,494,33,-0.18692362874200602,-140.37964518524652,751,2307,-5.122526005745755,-7.696923628742006,1,1,1,11,0,0,4,0
3B,494,34,-0.22422154551210416,-236.77795206078198,1056,3179,-7.286337787548655,-10.784221545512105,1,1,1,11,1,0,6,0
3B,494,35,-0.26062480792502396,-244.20544502574745,937,2767,-7.97784414513598,-9.630624807925026,1,1,1,1,1,0,3,0
3B,494,36,-0.2771697291274894,-176.00277799595577,635,2065,-6.984457194573156,-6.62716972912749,1,1,1,11,0,0,7,0
3B,494,37,-0.161920673274799,-236.88994500103092,1463,3555,-6.193333463216479,-14.7919206732748,1,1,1,1,1,0,9,0
3B,494,38,-0.20335458970856612,-195.8304698893492,963,2663,-6.310548696966399,-9.833354589708566,1,1,1,13,0,0,29,0
3B,494,39,-0.19434515680154818,-335.4397406394722,1726,4180,-8.074099887420818,-17.45434515680155,1,1,1,14,0,8,60,0
3B,494,40,-0.3075495901006926,-304.78164378978636,991,2544,-9.681707990729945,-10.217549590100692,1,1,1,43,1,0,17,1
3B,494,41,-0.27704019730937285,-369.01754281608464,1332,4133,-10.111018389479273,-13.597040197309374,1,1,1,11,0,3,29,0
3B,494,42,-0.2038654541919098,-263.59803227013936,1293,4146,-7.33065703554911,-13.133865454191909,1,1,1,2,0,0,1,0
3B,494,43,-0.30760432950828964,-289.14806973779224,940,2663,-9.430970157958818,-9.70760432950829,1,1,1,11,1,0,2,0
3B,494,44,-0.2838228767305213,-251.18324590651136,885,2420,-8.443432444195667,-9.133822876730521,1,1,1,11,1,0,16,0
3B,494,45,-0.19422470590895896,-171.3061906117018,882,2683,-5.768179478131887,-9.014224705908958,1,1,1,11,0,0,1,0
3B,494,46,-0.252088578576538,-261.920033141023,1039,3247,-8.12570297606553,-10.642088578576539,1,1,1,18,1,0,33,0
3B,494,47,-0.18457157201938978,-230.52989345221783,1249,3841,-6.52297975099864,-12.67457157201939,1,1,1,11,1,0,15,0
3B,495,0,-0.15943244855716152,-38.90151744794741,244,728,-2.4904144593451503,-2.5994324485571614,1,1,1,8,1,0,0,0
3B,495,1,-0.14465449051916587,-40.35860285484728,279,856,-2.4162063517078347,-2.934654490519166,1,1,1,25,1,1,1,0
3B,495,2,-0.1634208845802787,-62.75361967882702,384,1140,-3.2023822442875707,-4.003420884580279,1,1,1,22,1,1,1,1
3B,495,3,-0.22385437997497323,-64.47006143279229,288,815,-3.798934801886728,-3.103854379974973,1,1,1,8,1,0,2,0
3B,495,4,-0.2508741966021029,-64.72554272334256,258,892,-4.0296362776749035,-2.830874196602103,1,1,1,6,1,10,1,0
3B,495,5,-0.20557721754882324,-77.70818823345519,378,1072,-3.9968779213023162,-3.9855772175488235,1,1,1,22,1,0,0,1
3B,495,6,-0.19957448486334176,-80.22894291506339,402,1364,-4.001455979191102,-4.219574484863342,1,1,1,8,1,7,1,0
3B,495,7,-0.2864626408235366,-87.37110545117866,305,977,-5.002854944850624,-3.336462640823537,1,1,1,8,1,0,1,0
3B,495,8,-0.18439629885109105,-87.77263825311934,476,1262,-4.023052278341769,-4.944396298851091,1,1,1,22,1,0,1,0
3B,495,9,-0.33429072348759387,-107.64161296300523,322,1085,-5.9986325670751475,-3.5542907234875942,1,1,1,8,1,8,0,0
3B,495,10,-0.3585213518302838,-134.44550693635642,375,1060,-6.942736124492296,-4.108521351830284,1,1,1,18,0,0,0,0
3B,495,11,-0.3443829715304184,-141.19701832747154,410,1144,-6.973223698035909,-4.444382971530418,1,1,1,8,1,0,2,0
3B,495,12,-0.40236275325568227,-148.87421870460244,370,1118,-7.739602090984551,-4.102362753255682,1,1,1,8,0,0,1,0
3B,495,13,-0.39478197739366333,-155.93888107049702,395,1276,-7.846136617569574,-4.344781977393663,1,1,1,8,1,0,1,0
3B,495,14,-0.33090167847927376,-167.7671509889918,507,1786,-7.450800752667001,-5.400901678479274,1,1,1,8,0,0,1,0
3B,495,15,-0.37087009464362114,-216.95900536651837,585,1466,-8.970150882458254,-6.2208700946436215,1,1,1,25,0,0,1,0
3B,495,16,-0.12626148657499917,-63.50952774722458,503,1469,-2.8317498803815164,-5.156261486575,1,1,1,22,0,0,2,1
3B,495,17,-0.40996571140755733,-125.8594734021201,307,1055,-7.183179557179447,-3.4799657114075577,1,1,1,8,1,0,1,0
3B,495,18,-0.11857458889530043,-62.133084581137425,524,1733,-2.7142964025701577,-5.3585745888953005,1,1,1,8,1,0,2,0
3B,495,19,-0.19494049878765485,-107.02233383442251,549,1730,-4.567601902432089,-5.684940498787655,1,1,1,31,1,0,0,0
3B,495,20,-0.21915763117867595,-69.2538114524616,316,1042,-3.895831267908833,-3.379157631178676,1,1,1,8,1,0,2,0
3B,495,21,-0.16425229040960007,-87.54647078831684,533,1576,-3.792058589243867,-5.4942522904096,1,1,1,18,0,17,0,0
3B,495,22,-0.33036771166901074,-78.29714766555554,237,797,-5.0859462742424055,-2.700367711669011,1,1,1,6,1,0,1,0
3B,495,23,-0.3093503377716119,-153.1284171969479,495,1536,-6.882610520893082,-5.259350337771612,1,1,1,13,0,16,0,0
3B,495,24,-0.2156758725680228,-88.85845949802538,412,1348,-4.377742087799022,-4.335675872568023,1,1,1,17,1,10,1,0
3B,495,25,-0.25492875584540026,-95.59828344202509,375,1047,-4.936674129293059,-4.0049287558454,1,1,1,43,0,0,0,0
3B,495,26,-0.3481533215963554,-163.63206115028706,470,1731,-7.547784152261535,-5.048153321596356,1,1,1,5,1,0,0,0
3B,495,27,-0.33569264603381166,-88.9585511989601,265,821,-5.464680360214422,-2.9856926460338116,1,1,1,25,1,0,1,0
3B,495,28,-0.14965625947239916,-69.14119187624841,462,1467,-3.2167393664490085,-4.7696562594723995,1,1,1,9,0,0,1,0
3B,495,29,-0.1382057671361878,-54.72948378593037,396,1290,-2.7502600407237967,-4.098205767136188,1,1,1,9,1,0,0,0
3B,495,30,-0.21449735399273545,-82.15248657921768,383,1127,-4.197795968739537,-4.044497353992735,1,1,1,20,1,0,0,0
3B,495,31,-0.422783715303449,-168.2679186907727,398,1362,-8.434508630054482,-4.402783715303449,1,1,1,8,0,0,1,0
3B,495,32,-0.2099354399296823,-127.22087659738747,606,1912,-5.167994842945604,-6.269935439929683,1,1,1,7,1,21,1,0
3B,495,33,-0.2788192164181433,-104.27838694038559,374,1188,-5.392107021941076,-4.0188192164181435,1,1,1,7,0,2,1,0
